Salary/month: min,Salary/month: max,avg
32.0,32.0,32.0
250.03125,6648.4375,1800.5661865885777
258.0968165899591,5957.2602001878295,1170.8047136010268
75.0,1700.0,482.7747524752475
100.0,3487.5,858.5328067241683
172.0,5500.0,1528.5434337575489
312.5,7250.0,2363.147188312988
1500.0,34000.0,5066.363636363636
